股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
BK0438,食品饮料,-0.73,29117.48,29480.46,29082.31,29285.27,-214.17,1.62,0.9,34.91,12345073,15969608954.0,29331.65,1662242096000,1405891120000,90.BK0438,板块,2025-09-25 15:24:33,2025-09-25
BK0730,农药兽药,-0.76,1279.64,1294.96,1277.94,1288.24,-9.76,2.17,0.96,131.16,6119092,5572065838.0,1289.4,339854464000,302997536000,90.BK0730,板块,2025-09-25 15:24:33,2025-09-25
BK0538,化学制品,-0.77,29862.49,30267.28,29862.49,30108.78,-233.01,2.61,0.86,43.89,22698889,40115270165.0,30095.5,1547370464000,1357932352000,90.BK0538,板块,2025-09-25 15:24:33,2025-09-25
BK0477,酿酒行业,-0.77,50999.98,51427.66,50962.52,51367.96,-397.56,0.72,0.79,18.97,2194183,13888396426.0,51397.54,3425120016000,3301612368000,90.BK0477,板块,2025-09-25 15:24:33,2025-09-25
BK0465,化学制药,-0.77,38549.0,39316.58,38494.8,38876.46,-298.62,2.24,1.01,46.68,22039989,42474135173.0,38847.62,2295916176000,2079883056000,90.BK0465,板块,2025-09-25 15:24:33,2025-09-25
BK0736,通信服务,-0.8,1237.28,1255.77,1236.62,1245.25,-9.99,0.81,0.78,18.35,10473835,14932067868.0,1247.27,3365152944000,1055418368000,90.BK0736,板块,2025-09-25 15:24:33,2025-09-25
BK0459,电子元件,-0.84,34650.47,35050.01,34587.07,34850.71,-293.76,3.52,0.79,63.3,23269160,104279986777.0,34944.23,3169003328000,2693800464000,90.BK0459,板块,2025-09-25 15:24:33,2025-09-25
BK0482,商业百货,-0.86,18269.18,18498.97,18257.93,18394.09,-157.58,2.05,0.69,103.58,18798509,11676109620.0,18426.76,583129856000,536851488000,90.BK0482,板块,2025-09-25 15:24:33,2025-09-25
BK0726,工程咨询服务,-0.89,860.47,873.44,860.47,866.53,-7.73,2.37,0.79,51.36,3145020,4760894659.0,868.2,213771754000,177597576000,90.BK0726,板块,2025-09-25 15:24:33,2025-09-25
BK0733,包装材料,-0.9,1199.39,1213.48,1197.56,1209.72,-10.86,2.11,0.72,44.21,4398977,3127609939.0,1210.25,142538943000,125206193000,90.BK0733,板块,2025-09-25 15:24:33,2025-09-25
BK1030,电机,-0.9,2700.31,2739.46,2691.67,2719.58,-24.61,6.77,0.72,81.21,7603009,21493689735.0,2724.92,348757776000,300021296000,90.BK1030,板块,2025-09-25 15:24:33,2025-09-25
